E:\PetAI\Project\.venv\Scripts\python.exe E:\PetAI\Project\cleanbot\capture_img_client.py
灰度图像接收客户端
服务器: 192.168.4.1:5000
----------------------------------------
尝试连接到 192.168.4.1:5000
连接成功!
图像将保存到: FRAME_QQVGA
开始接收灰度图像...
按 Ctrl+C 停止接收

  -> 保存第 1 帧: FRAME_QQVGA/frame_000001_20260213_120644.png (4.1 KB)
  -> 保存第 2 帧: FRAME_QQVGA/frame_000002_20260213_120644.png (13.5 KB)
  -> 保存第 3 帧: FRAME_QQVGA/frame_000003_20260213_120644.png (13.6 KB)
  -> 保存第 4 帧: FRAME_QQVGA/frame_000004_20260213_120644.png (13.5 KB)
  -> 保存第 5 帧: FRAME_QQVGA/frame_000005_20260213_120644.png (13.5 KB)
[12:06:45] 接收: 14帧 | FPS:  14 | 已保存: 13张 | 速率:  239.1 KB/s
[12:25:32] 接收: 12986帧 | FPS:  12 | 已保存: 12985张 | 速率:  215.9 KB/s
[12:25:33] 接收: 12999帧 | FPS:  13 | 已保存: 12998张 | 速率:  215.9 KB/s
[12:25:34] 接收: 13012帧 | FPS:  13 | 已保存: 13011张 | 速率:  215.9 KB/s
[12:25:35] 接收: 13024帧 | FPS:  12 | 已保存: 13023张 | 速率:  215.9 KB/s
[12:25:36] 接收: 13037帧 | FPS:  13 | 已保存: 13036张 | 速率:  215.9 KB/s
[12:25:37] 接收: 13050帧 | FPS:  13 | 已保存: 13049张 | 速率:  216.0 KB/s
[12:25:38] 接收: 13063帧 | FPS:  13 | 已保存: 13062张 | 速率:  216.0 KB/s
[12:25:39] 接收: 13076帧 | FPS:  13 | 已保存: 13075张 | 速率:  216.0 KB/s
[12:25:40] 接收: 13089帧 | FPS:  13 | 已保存: 13088张 | 速率:  216.0 KB/s
[12:25:41] 接收: 13102帧 | FPS:  13 | 已保存: 13101张 | 速率:  216.0 KB/s
[12:25:42] 接收: 13115帧 | FPS:  13 | 已保存: 13114张 | 速率:  216.0 KB/s
[12:25:43] 接收: 13128帧 | FPS:  13 | 已保存: 13127张 | 速率:  216.1 KB/s
[12:25:44] 接收: 13141帧 | FPS:  13 | 已保存: 13140张 | 速率:  216.1 KB/s
[12:25:45] 接收: 13155帧 | FPS:  14 | 已保存: 13154张 | 速率:  216.1 KB/s
[12:25:46] 接收: 13167帧 | FPS:  12 | 已保存: 13166张 | 速率:  216.1 KB/s
[12:25:47] 接收: 13179帧 | FPS:  12 | 已保存: 13178张 | 速率:  216.1 KB/s
[12:25:48] 接收: 13192帧 | FPS:  13 | 已保存: 13191张 | 速率:  216.1 KB/s
[12:25:49] 接收: 13205帧 | FPS:  13 | 已保存: 13204张 | 速率:  216.1 KB/s
[12:25:50] 接收: 13217帧 | FPS:  12 | 已保存: 13216张 | 速率:  216.1 KB/s
[12:25:51] 接收: 13230帧 | FPS:  13 | 已保存: 13229张 | 速率:  216.2 KB/s
[12:25:52] 接收: 13243帧 | FPS:  13 | 已保存: 13242张 | 速率:  216.2 KB/s
[12:25:53] 接收: 13256帧 | FPS:  13 | 已保存: 13255张 | 速率:  216.2 KB/s
[12:25:54] 接收: 13269帧 | FPS:  13 | 已保存: 13268张 | 速率:  216.2 KB/s
[12:25:55] 接收: 13282帧 | FPS:  13 | 已保存: 13281张 | 速率:  216.2 KB/s
[12:25:56] 接收: 13294帧 | FPS:  12 | 已保存: 13293张 | 速率:  216.2 KB/s
[12:25:57] 接收: 13307帧 | FPS:  13 | 已保存: 13306张 | 速率:  216.2 KB/s
[12:25:58] 接收: 13319帧 | FPS:  12 | 已保存: 13318张 | 速率:  216.2 KB/s
[12:26:00] 接收: 13332帧 | FPS:  13 | 已保存: 13331张 | 速率:  216.3 KB/s
[12:26:01] 接收: 13344帧 | FPS:  12 | 已保存: 13343张 | 速率:  216.3 KB/s
[12:26:02] 接收: 13357帧 | FPS:  13 | 已保存: 13356张 | 速率:  216.3 KB/s
[12:26:03] 接收: 13370帧 | FPS:  13 | 已保存: 13369张 | 速率:  216.3 KB/s
[12:26:04] 接收: 13384帧 | FPS:  14 | 已保存: 13383张 | 速率:  216.3 KB/s
[12:26:05] 接收: 13397帧 | FPS:  13 | 已保存: 13396张 | 速率:  216.3 KB/s
[12:26:06] 接收: 13410帧 | FPS:  13 | 已保存: 13409张 | 速率:  216.3 KB/s
[12:26:07] 接收: 13423帧 | FPS:  13 | 已保存: 13422张 | 速率:  216.4 KB/s
[12:26:08] 接收: 13436帧 | FPS:  13 | 已保存: 13435张 | 速率:  216.4 KB/s
[12:26:09] 接收: 13449帧 | FPS:  13 | 已保存: 13448张 | 速率:  216.4 KB/s
[12:26:10] 接收: 13462帧 | FPS:  13 | 已保存: 13461张 | 速率:  216.4 KB/s
[12:26:11] 接收: 13475帧 | FPS:  13 | 已保存: 13474张 | 速率:  216.4 KB/s
[12:26:12] 接收: 13487帧 | FPS:  12 | 已保存: 13486张 | 速率:  216.4 KB/s
[12:26:13] 接收: 13500帧 | FPS:  13 | 已保存: 13499张 | 速率:  216.4 KB/s
[12:26:14] 接收: 13512帧 | FPS:  12 | 已保存: 13511张 | 速率:  216.4 KB/s
[12:26:15] 接收: 13525帧 | FPS:  13 | 已保存: 13524张 | 速率:  216.4 KB/s
[12:26:16] 接收: 13538帧 | FPS:  13 | 已保存: 13537张 | 速率:  216.5 KB/s
[12:26:17] 接收: 13551帧 | FPS:  13 | 已保存: 13550张 | 速率:  216.5 KB/s
[12:26:18] 接收: 13565帧 | FPS:  14 | 已保存: 13564张 | 速率:  216.5 KB/s
[12:26:19] 接收: 13576帧 | FPS:  11 | 已保存: 13575张 | 速率:  216.5 KB/s
[12:26:21] 接收: 13589帧 | FPS:  13 | 已保存: 13588张 | 速率:  216.5 KB/s
[12:26:22] 接收: 13602帧 | FPS:  13 | 已保存: 13601张 | 速率:  216.5 KB/s
[12:26:23] 接收: 13614帧 | FPS:  12 | 已保存: 13613张 | 速率:  216.5 KB/s
[12:26:24] 接收: 13627帧 | FPS:  13 | 已保存: 13626张 | 速率:  216.5 KB/s
[12:26:25] 接收: 13640帧 | FPS:  13 | 已保存: 13639张 | 速率:  216.5 KB/s
[12:26:26] 接收: 13653帧 | FPS:  13 | 已保存: 13652张 | 速率:  216.6 KB/s
[12:26:27] 接收: 13666帧 | FPS:  13 | 已保存: 13665张 | 速率:  216.6 KB/s
[12:26:28] 接收: 13679帧 | FPS:  13 | 已保存: 13678张 | 速率:  216.6 KB/s
[12:26:29] 接收: 13691帧 | FPS:  12 | 已保存: 13690张 | 速率:  216.6 KB/s
[12:26:30] 接收: 13705帧 | FPS:  14 | 已保存: 13704张 | 速率:  216.6 KB/s
[12:26:31] 接收: 13718帧 | FPS:  13 | 已保存: 13717张 | 速率:  216.6 KB/s
[12:26:32] 接收: 13731帧 | FPS:  13 | 已保存: 13730张 | 速率:  216.6 KB/s
[12:26:33] 接收: 13745帧 | FPS:  14 | 已保存: 13744张 | 速率:  216.7 KB/s
[12:26:34] 接收: 13758帧 | FPS:  13 | 已保存: 13757张 | 速率:  216.7 KB/s
[12:26:35] 接收: 13771帧 | FPS:  13 | 已保存: 13770张 | 速率:  216.7 KB/s
[12:26:36] 接收: 13784帧 | FPS:  13 | 已保存: 13783张 | 速率:  216.7 KB/s
[12:26:37] 接收: 13797帧 | FPS:  13 | 已保存: 13796张 | 速率:  216.7 KB/s
[12:26:38] 接收: 13810帧 | FPS:  13 | 已保存: 13809张 | 速率:  216.7 KB/s
[12:26:39] 接收: 13823帧 | FPS:  13 | 已保存: 13822张 | 速率:  216.8 KB/s
[12:26:40] 接收: 13835帧 | FPS:  12 | 已保存: 13834张 | 速率:  216.8 KB/s
[12:26:41] 接收: 13848帧 | FPS:  13 | 已保存: 13847张 | 速率:  216.8 KB/s
[12:26:42] 接收: 13861帧 | FPS:  13 | 已保存: 13860张 | 速率:  216.8 KB/s
[12:26:43] 接收: 13874帧 | FPS:  13 | 已保存: 13873张 | 速率:  216.8 KB/s
[12:26:45] 接收: 13887帧 | FPS:  13 | 已保存: 13886张 | 速率:  216.8 KB/s
[12:26:46] 接收: 13900帧 | FPS:  13 | 已保存: 13899张 | 速率:  216.8 KB/s
[12:26:47] 接收: 13913帧 | FPS:  13 | 已保存: 13912张 | 速率:  216.9 KB/s
[12:26:48] 接收: 13926帧 | FPS:  13 | 已保存: 13925张 | 速率:  216.9 KB/s
[12:26:49] 接收: 13939帧 | FPS:  13 | 已保存: 13938张 | 速率:  216.9 KB/s
[12:26:50] 接收: 13952帧 | FPS:  13 | 已保存: 13951张 | 速率:  216.9 KB/s
[12:26:51] 接收: 13965帧 | FPS:  13 | 已保存: 13964张 | 速率:  216.9 KB/s
[12:26:52] 接收: 13978帧 | FPS:  13 | 已保存: 13977张 | 速率:  216.9 KB/s
[12:26:53] 接收: 13991帧 | FPS:  13 | 已保存: 13990张 | 速率:  216.9 KB/s
[12:26:54] 接收: 14004帧 | FPS:  13 | 已保存: 14003张 | 速率:  216.9 KB/s
[12:26:55] 接收: 14017帧 | FPS:  13 | 已保存: 14016张 | 速率:  217.0 KB/s
[12:26:56] 接收: 14030帧 | FPS:  13 | 已保存: 14029张 | 速率:  217.0 KB/s
[12:26:57] 接收: 14042帧 | FPS:  12 | 已保存: 14041张 | 速率:  217.0 KB/s
[12:26:58] 接收: 14055帧 | FPS:  13 | 已保存: 14054张 | 速率:  217.0 KB/s
[12:26:59] 接收: 14068帧 | FPS:  13 | 已保存: 14067张 | 速率:  217.0 KB/s
[12:27:00] 接收: 14081帧 | FPS:  13 | 已保存: 14080张 | 速率:  217.0 KB/s
[12:27:01] 接收: 14094帧 | FPS:  13 | 已保存: 14093张 | 速率:  217.0 KB/s
[12:27:02] 接收: 14107帧 | FPS:  13 | 已保存: 14106张 | 速率:  217.0 KB/s
[12:27:04] 接收: 14121帧 | FPS:  14 | 已保存: 14120张 | 速率:  217.0 KB/s
[12:27:05] 接收: 14134帧 | FPS:  13 | 已保存: 14133张 | 速率:  217.0 KB/s
[12:27:06] 接收: 14147帧 | FPS:  13 | 已保存: 14146张 | 速率:  217.1 KB/s
[12:27:07] 接收: 14159帧 | FPS:  12 | 已保存: 14158张 | 速率:  217.1 KB/s
[12:27:08] 接收: 14173帧 | FPS:  14 | 已保存: 14172张 | 速率:  217.1 KB/s
[12:27:09] 接收: 14186帧 | FPS:  13 | 已保存: 14185张 | 速率:  217.1 KB/s
[12:27:10] 接收: 14199帧 | FPS:  13 | 已保存: 14198张 | 速率:  217.1 KB/s
[12:27:11] 接收: 14212帧 | FPS:  13 | 已保存: 14211张 | 速率:  217.1 KB/s
[12:27:12] 接收: 14225帧 | FPS:  13 | 已保存: 14224张 | 速率:  217.2 KB/s
[12:27:13] 接收: 14238帧 | FPS:  13 | 已保存: 14237张 | 速率:  217.2 KB/s
[12:27:14] 接收: 14251帧 | FPS:  13 | 已保存: 14250张 | 速率:  217.2 KB/s
[12:27:15] 接收: 14265帧 | FPS:  14 | 已保存: 14264张 | 速率:  217.2 KB/s
[12:27:16] 接收: 14278帧 | FPS:  13 | 已保存: 14277张 | 速率:  217.2 KB/s
[12:27:17] 接收: 14291帧 | FPS:  13 | 已保存: 14290张 | 速率:  217.2 KB/s
[12:27:18] 接收: 14304帧 | FPS:  13 | 已保存: 14303张 | 速率:  217.2 KB/s
[12:27:19] 接收: 14317帧 | FPS:  13 | 已保存: 14316张 | 速率:  217.2 KB/s
[12:27:20] 接收: 14330帧 | FPS:  13 | 已保存: 14329张 | 速率:  217.3 KB/s
[12:27:21] 接收: 14343帧 | FPS:  13 | 已保存: 14342张 | 速率:  217.3 KB/s
[12:27:22] 接收: 14357帧 | FPS:  14 | 已保存: 14356张 | 速率:  217.3 KB/s
[12:27:24] 接收: 14370帧 | FPS:  13 | 已保存: 14369张 | 速率:  217.3 KB/s
[12:27:25] 接收: 14384帧 | FPS:  14 | 已保存: 14383张 | 速率:  217.3 KB/s
[12:27:26] 接收: 14396帧 | FPS:  12 | 已保存: 14395张 | 速率:  217.3 KB/s
[12:27:27] 接收: 14409帧 | FPS:  13 | 已保存: 14408张 | 速率:  217.3 KB/s
[12:27:28] 接收: 14423帧 | FPS:  14 | 已保存: 14422张 | 速率:  217.4 KB/s
[12:27:29] 接收: 14436帧 | FPS:  13 | 已保存: 14435张 | 速率:  217.4 KB/s
[12:27:30] 接收: 14449帧 | FPS:  13 | 已保存: 14448张 | 速率:  217.4 KB/s
[12:27:31] 接收: 14462帧 | FPS:  13 | 已保存: 14461张 | 速率:  217.4 KB/s
[12:27:32] 接收: 14475帧 | FPS:  13 | 已保存: 14474张 | 速率:  217.4 KB/s
[12:27:33] 接收: 14487帧 | FPS:  12 | 已保存: 14486张 | 速率:  217.4 KB/s
[12:27:34] 接收: 14500帧 | FPS:  13 | 已保存: 14499张 | 速率:  217.4 KB/s
[12:27:35] 接收: 14513帧 | FPS:  13 | 已保存: 14512张 | 速率:  217.4 KB/s
[12:27:36] 接收: 14524帧 | FPS:  11 | 已保存: 14523张 | 速率:  217.4 KB/s
[12:27:37] 接收: 14537帧 | FPS:  13 | 已保存: 14536张 | 速率:  217.4 KB/s
[12:27:38] 接收: 14550帧 | FPS:  13 | 已保存: 14549张 | 速率:  217.5 KB/s
[12:27:39] 接收: 14563帧 | FPS:  13 | 已保存: 14562张 | 速率:  217.5 KB/s
[12:27:40] 接收: 14576帧 | FPS:  13 | 已保存: 14575张 | 速率:  217.5 KB/s
[12:27:41] 接收: 14589帧 | FPS:  13 | 已保存: 14588张 | 速率:  217.5 KB/s
[12:27:42] 接收: 14602帧 | FPS:  13 | 已保存: 14601张 | 速率:  217.5 KB/s
[12:27:43] 接收: 14614帧 | FPS:  12 | 已保存: 14613张 | 速率:  217.5 KB/s
[12:27:44] 接收: 14626帧 | FPS:  12 | 已保存: 14625张 | 速率:  217.5 KB/s
[12:27:45] 接收: 14639帧 | FPS:  13 | 已保存: 14638张 | 速率:  217.5 KB/s
[12:27:46] 接收: 14652帧 | FPS:  13 | 已保存: 14651张 | 速率:  217.6 KB/s
[12:27:47] 接收: 14665帧 | FPS:  13 | 已保存: 14664张 | 速率:  217.6 KB/s
[12:27:48] 接收: 14678帧 | FPS:  13 | 已保存: 14677张 | 速率:  217.6 KB/s
[12:27:50] 接收: 14691帧 | FPS:  13 | 已保存: 14690张 | 速率:  217.6 KB/s
[12:27:51] 接收: 14703帧 | FPS:  12 | 已保存: 14702张 | 速率:  217.6 KB/s
[12:27:52] 接收: 14716帧 | FPS:  13 | 已保存: 14715张 | 速率:  217.6 KB/s
[12:27:53] 接收: 14729帧 | FPS:  13 | 已保存: 14728张 | 速率:  217.6 KB/s
[12:27:54] 接收: 14742帧 | FPS:  13 | 已保存: 14741张 | 速率:  217.6 KB/s
[12:27:55] 接收: 14755帧 | FPS:  13 | 已保存: 14754张 | 速率:  217.7 KB/s
[12:27:56] 接收: 14768帧 | FPS:  13 | 已保存: 14767张 | 速率:  217.7 KB/s
[12:27:57] 接收: 14781帧 | FPS:  13 | 已保存: 14780张 | 速率:  217.7 KB/s
[12:27:58] 接收: 14794帧 | FPS:  13 | 已保存: 14793张 | 速率:  217.7 KB/s
[12:27:59] 接收: 14807帧 | FPS:  13 | 已保存: 14806张 | 速率:  217.7 KB/s
[12:28:00] 接收: 14821帧 | FPS:  14 | 已保存: 14820张 | 速率:  217.7 KB/s
[12:28:01] 接收: 14834帧 | FPS:  13 | 已保存: 14833张 | 速率:  217.7 KB/s
[12:28:02] 接收: 14847帧 | FPS:  13 | 已保存: 14846张 | 速率:  217.7 KB/s
[12:28:03] 接收: 14860帧 | FPS:  13 | 已保存: 14859张 | 速率:  217.8 KB/s
[12:28:04] 接收: 14873帧 | FPS:  13 | 已保存: 14872张 | 速率:  217.8 KB/s
[12:28:05] 接收: 14886帧 | FPS:  13 | 已保存: 14885张 | 速率:  217.8 KB/s
[12:28:06] 接收: 14899帧 | FPS:  13 | 已保存: 14898张 | 速率:  217.8 KB/s
[12:28:07] 接收: 14911帧 | FPS:  12 | 已保存: 14910张 | 速率:  217.8 KB/s
[12:28:08] 接收: 14924帧 | FPS:  13 | 已保存: 14923张 | 速率:  217.8 KB/s
[12:28:09] 接收: 14937帧 | FPS:  13 | 已保存: 14936张 | 速率:  217.8 KB/s
[12:28:10] 接收: 14950帧 | FPS:  13 | 已保存: 14949张 | 速率:  217.8 KB/s
[12:28:12] 接收: 14963帧 | FPS:  13 | 已保存: 14962张 | 速率:  217.8 KB/s
[12:28:13] 接收: 14976帧 | FPS:  13 | 已保存: 14975张 | 速率:  217.8 KB/s
[12:28:14] 接收: 14988帧 | FPS:  12 | 已保存: 14987张 | 速率:  217.8 KB/s
[12:28:15] 接收: 15001帧 | FPS:  13 | 已保存: 15000张 | 速率:  217.9 KB/s
[12:28:16] 接收: 15014帧 | FPS:  13 | 已保存: 15013张 | 速率:  217.9 KB/s
[12:28:17] 接收: 15027帧 | FPS:  13 | 已保存: 15026张 | 速率:  217.9 KB/s
[12:28:18] 接收: 15040帧 | FPS:  13 | 已保存: 15039张 | 速率:  217.9 KB/s
[12:28:19] 接收: 15052帧 | FPS:  12 | 已保存: 15051张 | 速率:  217.9 KB/s
[12:28:20] 接收: 15065帧 | FPS:  13 | 已保存: 15064张 | 速率:  217.9 KB/s
[12:28:21] 接收: 15078帧 | FPS:  13 | 已保存: 15077张 | 速率:  217.9 KB/s
[12:28:22] 接收: 15091帧 | FPS:  13 | 已保存: 15090张 | 速率:  218.0 KB/s
[12:28:23] 接收: 15103帧 | FPS:  12 | 已保存: 15102张 | 速率:  217.9 KB/s
[12:28:24] 接收: 15117帧 | FPS:  14 | 已保存: 15116张 | 速率:  218.0 KB/s
[12:28:25] 接收: 15130帧 | FPS:  13 | 已保存: 15129张 | 速率:  218.0 KB/s
[12:28:26] 接收: 15143帧 | FPS:  13 | 已保存: 15142张 | 速率:  218.0 KB/s
[12:28:27] 接收: 15156帧 | FPS:  13 | 已保存: 15155张 | 速率:  218.0 KB/s
[12:28:28] 接收: 15169帧 | FPS:  13 | 已保存: 15168张 | 速率:  218.0 KB/s
[12:28:29] 接收: 15183帧 | FPS:  14 | 已保存: 15182张 | 速率:  218.0 KB/s
[12:28:30] 接收: 15194帧 | FPS:  11 | 已保存: 15193张 | 速率:  218.0 KB/s
[12:28:31] 接收: 15207帧 | FPS:  13 | 已保存: 15206张 | 速率:  218.1 KB/s
[12:28:32] 接收: 15219帧 | FPS:  12 | 已保存: 15218张 | 速率:  218.1 KB/s
[12:28:33] 接收: 15232帧 | FPS:  13 | 已保存: 15231张 | 速率:  218.1 KB/s
[12:28:34] 接收: 15245帧 | FPS:  13 | 已保存: 15244张 | 速率:  218.1 KB/s
[12:28:35] 接收: 15258帧 | FPS:  13 | 已保存: 15257张 | 速率:  218.1 KB/s
[12:28:36] 接收: 15271帧 | FPS:  13 | 已保存: 15270张 | 速率:  218.1 KB/s
[12:28:37] 接收: 15284帧 | FPS:  13 | 已保存: 15283张 | 速率:  218.1 KB/s
[12:28:39] 接收: 15298帧 | FPS:  14 | 已保存: 15297张 | 速率:  218.1 KB/s
[12:28:40] 接收: 15311帧 | FPS:  13 | 已保存: 15310张 | 速率:  218.2 KB/s
[12:28:41] 接收: 15324帧 | FPS:  13 | 已保存: 15323张 | 速率:  218.2 KB/s
[12:28:42] 接收: 15337帧 | FPS:  13 | 已保存: 15336张 | 速率:  218.2 KB/s
[12:28:43] 接收: 15350帧 | FPS:  13 | 已保存: 15349张 | 速率:  218.2 KB/s
[12:28:44] 接收: 15363帧 | FPS:  13 | 已保存: 15362张 | 速率:  218.2 KB/s
[12:28:45] 接收: 15376帧 | FPS:  13 | 已保存: 15375张 | 速率:  218.2 KB/s
[12:28:46] 接收: 15389帧 | FPS:  13 | 已保存: 15388张 | 速率:  218.2 KB/s
[12:28:47] 接收: 15401帧 | FPS:  12 | 已保存: 15400张 | 速率:  218.2 KB/s
[12:28:48] 接收: 15413帧 | FPS:  12 | 已保存: 15412张 | 速率:  218.2 KB/s
[12:28:49] 接收: 15426帧 | FPS:  13 | 已保存: 15425张 | 速率:  218.2 KB/s
[12:28:50] 接收: 15439帧 | FPS:  13 | 已保存: 15438张 | 速率:  218.3 KB/s
[12:28:51] 接收: 15450帧 | FPS:  11 | 已保存: 15449张 | 速率:  218.2 KB/s
[12:28:52] 接收: 15462帧 | FPS:  12 | 已保存: 15461张 | 速率:  218.2 KB/s
[12:28:53] 接收: 15475帧 | FPS:  13 | 已保存: 15474张 | 速率:  218.2 KB/s
[12:28:54] 接收: 15488帧 | FPS:  13 | 已保存: 15487张 | 速率:  218.3 KB/s
[12:28:55] 接收: 15501帧 | FPS:  13 | 已保存: 15500张 | 速率:  218.3 KB/s
[12:28:56] 接收: 15515帧 | FPS:  14 | 已保存: 15514张 | 速率:  218.3 KB/s
[12:28:57] 接收: 15528帧 | FPS:  13 | 已保存: 15527张 | 速率:  218.3 KB/s
[12:28:58] 接收: 15541帧 | FPS:  13 | 已保存: 15540张 | 速率:  218.3 KB/s
[12:29:00] 接收: 15555帧 | FPS:  14 | 已保存: 15554张 | 速率:  218.3 KB/s
[12:29:01] 接收: 15568帧 | FPS:  13 | 已保存: 15567张 | 速率:  218.3 KB/s
[12:29:02] 接收: 15580帧 | FPS:  12 | 已保存: 15579张 | 速率:  218.3 KB/s
[12:29:03] 接收: 15593帧 | FPS:  13 | 已保存: 15592张 | 速率:  218.4 KB/s
[12:29:04] 接收: 15605帧 | FPS:  12 | 已保存: 15604张 | 速率:  218.4 KB/s
[12:29:05] 接收: 15617帧 | FPS:  12 | 已保存: 15616张 | 速率:  218.4 KB/s
[12:29:06] 接收: 15631帧 | FPS:  14 | 已保存: 15630张 | 速率:  218.4 KB/s
[12:29:07] 接收: 15644帧 | FPS:  13 | 已保存: 15643张 | 速率:  218.4 KB/s
[12:29:08] 接收: 15658帧 | FPS:  14 | 已保存: 15657张 | 速率:  218.4 KB/s
[12:29:09] 接收: 15671帧 | FPS:  13 | 已保存: 15670张 | 速率:  218.4 KB/s
[12:29:10] 接收: 15683帧 | FPS:  12 | 已保存: 15682张 | 速率:  218.4 KB/s
[12:29:11] 接收: 15695帧 | FPS:  12 | 已保存: 15694张 | 速率:  218.4 KB/s
[12:29:12] 接收: 15709帧 | FPS:  14 | 已保存: 15708张 | 速率:  218.4 KB/s
[12:29:13] 接收: 15721帧 | FPS:  12 | 已保存: 15720张 | 速率:  218.4 KB/s
[12:29:14] 接收: 15734帧 | FPS:  13 | 已保存: 15733张 | 速率:  218.4 KB/s
[12:29:15] 接收: 15747帧 | FPS:  13 | 已保存: 15746张 | 速率:  218.5 KB/s
[12:29:16] 接收: 15760帧 | FPS:  13 | 已保存: 15759张 | 速率:  218.5 KB/s
[12:29:17] 接收: 15772帧 | FPS:  12 | 已保存: 15771张 | 速率:  218.5 KB/s
[12:29:18] 接收: 15785帧 | FPS:  13 | 已保存: 15784张 | 速率:  218.5 KB/s
[12:29:19] 接收: 15798帧 | FPS:  13 | 已保存: 15797张 | 速率:  218.5 KB/s
[12:29:20] 接收: 15811帧 | FPS:  13 | 已保存: 15810张 | 速率:  218.5 KB/s
[12:29:21] 接收: 15825帧 | FPS:  14 | 已保存: 15824张 | 速率:  218.5 KB/s
[12:29:23] 接收: 15838帧 | FPS:  13 | 已保存: 15837张 | 速率:  218.5 KB/s
[12:29:24] 接收: 15851帧 | FPS:  13 | 已保存: 15850张 | 速率:  218.5 KB/s
[12:29:25] 接收: 15864帧 | FPS:  13 | 已保存: 15863张 | 速率:  218.6 KB/s
[12:29:26] 接收: 15878帧 | FPS:  14 | 已保存: 15877张 | 速率:  218.6 KB/s
[12:29:27] 接收: 15891帧 | FPS:  13 | 已保存: 15890张 | 速率:  218.6 KB/s
[12:29:28] 接收: 15903帧 | FPS:  12 | 已保存: 15902张 | 速率:  218.6 KB/s
[12:29:29] 接收: 15916帧 | FPS:  13 | 已保存: 15915张 | 速率:  218.6 KB/s
[12:29:30] 接收: 15930帧 | FPS:  14 | 已保存: 15929张 | 速率:  218.6 KB/s
[12:29:31] 接收: 15943帧 | FPS:  13 | 已保存: 15942张 | 速率:  218.6 KB/s
[12:29:32] 接收: 15956帧 | FPS:  13 | 已保存: 15955张 | 速率:  218.6 KB/s
[12:29:33] 接收: 15969帧 | FPS:  13 | 已保存: 15968张 | 速率:  218.6 KB/s
[12:29:34] 接收: 15982帧 | FPS:  13 | 已保存: 15981张 | 速率:  218.6 KB/s
[12:29:35] 接收: 15995帧 | FPS:  13 | 已保存: 15994张 | 速率:  218.7 KB/s
[12:29:36] 接收: 16004帧 | FPS:   9 | 已保存: 16003张 | 速率:  218.6 KB/s
[12:29:38] 接收: 16009帧 | FPS:   5 | 已保存: 16008张 | 速率:  218.4 KB/s
[12:29:39] 接收: 16013帧 | FPS:   4 | 已保存: 16012张 | 速率:  218.3 KB/s
[12:29:40] 接收: 16020帧 | FPS:   7 | 已保存: 16019张 | 速率:  218.2 KB/s
[12:29:41] 接收: 16034帧 | FPS:  14 | 已保存: 16033张 | 速率:  218.3 KB/s
[12:29:42] 接收: 16047帧 | FPS:  13 | 已保存: 16046张 | 速率:  218.3 KB/s
[12:29:43] 接收: 16060帧 | FPS:  13 | 已保存: 16059张 | 速率:  218.3 KB/s
[12:29:44] 接收: 16072帧 | FPS:  12 | 已保存: 16071张 | 速率:  218.3 KB/s
[12:29:45] 接收: 16086帧 | FPS:  14 | 已保存: 16085张 | 速率:  218.3 KB/s
[12:29:46] 接收: 16099帧 | FPS:  13 | 已保存: 16098张 | 速率:  218.3 KB/s
[12:29:47] 接收: 16111帧 | FPS:  12 | 已保存: 16110张 | 速率:  218.3 KB/s
[12:29:48] 接收: 16124帧 | FPS:  13 | 已保存: 16123张 | 速率:  218.3 KB/s
[12:29:49] 接收: 16138帧 | FPS:  14 | 已保存: 16137张 | 速率:  218.3 KB/s
[12:29:51] 接收: 16151帧 | FPS:  13 | 已保存: 16150张 | 速率:  218.3 KB/s
[12:29:52] 接收: 16164帧 | FPS:  13 | 已保存: 16163张 | 速率:  218.4 KB/s
[12:29:53] 接收: 16176帧 | FPS:  12 | 已保存: 16175张 | 速率:  218.4 KB/s
[12:29:54] 接收: 16188帧 | FPS:  12 | 已保存: 16187张 | 速率:  218.4 KB/s
[12:29:55] 接收: 16202帧 | FPS:  14 | 已保存: 16201张 | 速率:  218.4 KB/s
[12:29:56] 接收: 16215帧 | FPS:  13 | 已保存: 16214张 | 速率:  218.4 KB/s
[12:29:57] 接收: 16228帧 | FPS:  13 | 已保存: 16227张 | 速率:  218.4 KB/s
[12:29:58] 接收: 16241帧 | FPS:  13 | 已保存: 16240张 | 速率:  218.4 KB/s
[12:29:59] 接收: 16254帧 | FPS:  13 | 已保存: 16253张 | 速率:  218.4 KB/s
[12:30:00] 接收: 16267帧 | FPS:  13 | 已保存: 16266张 | 速率:  218.4 KB/s
[12:30:01] 接收: 16280帧 | FPS:  13 | 已保存: 16279张 | 速率:  218.5 KB/s
[12:30:02] 接收: 16293帧 | FPS:  13 | 已保存: 16292张 | 速率:  218.5 KB/s
[12:30:03] 接收: 16306帧 | FPS:  13 | 已保存: 16305张 | 速率:  218.5 KB/s
[12:30:04] 接收: 16318帧 | FPS:  12 | 已保存: 16317张 | 速率:  218.5 KB/s
[12:30:05] 接收: 16331帧 | FPS:  13 | 已保存: 16330张 | 速率:  218.5 KB/s
[12:30:06] 接收: 16344帧 | FPS:  13 | 已保存: 16343张 | 速率:  218.5 KB/s
[12:30:07] 接收: 16357帧 | FPS:  13 | 已保存: 16356张 | 速率:  218.5 KB/s
[12:30:08] 接收: 16370帧 | FPS:  13 | 已保存: 16369张 | 速率:  218.5 KB/s
